date,time,srcIP,destIP,port,flow
2016/4/15,23:00:06,202.120.173.173,221.5.96.32,80,43634
2016/4/13,19:29:59,202.120.169.160,221.5.96.32,8080,64337
2016/4/28,16:52:12,202.120.140.60,221.5.96.32,8080,837
2016/4/25,06:38:58,202.120.137.36,221.5.96.32,25,97873
2016/4/28,13:13:57,202.120.1.112,221.5.96.32,8080,59101
2016/4/21,01:30:13,202.120.93.187,22.132.179.141,80,28298
2016/4/10,12:36:58,202.120.67.210,22.132.179.141,443,92895
2016/4/10,04:47:33,202.120.65.232,22.132.179.141,443,19820
2016/4/29,12:18:20,202.120.62.208,22.132.179.141,443,27905
2016/4/22,08:23:34,202.120.52.213,22.132.179.141,80,64465
2016/4/8,12:17:00,202.120.48.71,22.132.179.141,443,76673
2016/4/13,20:33:22,202.120.36.208,22.132.179.141,80,95575
2016/4/30,13:48:55,202.120.255.220,22.132.179.141,8080,29673
2016/4/21,12:34:12,202.120.212.160,22.132.179.141,25,15595
2016/4/8,20:42:28,202.120.20.168,22.132.179.141,8080,60606
2016/4/1,05:53:17,202.120.2.74,22.132.179.141,80,34943
2016/4/18,01:04:07,202.120.2.194,22.132.179.141,80,37868
2016/4/22,08:03:33,202.120.197.53,22.132.179.141,25,2202
2016/4/6,23:12:34,202.120.190.230,22.132.179.141,80,37200
2016/4/24,03:29:07,202.120.183.6,22.132.179.141,80,36475
2016/4/9,18:14:51,202.120.170.184,22.132.179.141,80,34382
2016/4/29,22:08:49,202.120.162.221,22.132.179.141,25,94635
2016/4/2,18:44:39,202.120.158.236,22.132.179.141,443,32117
2016/4/25,09:35:54,202.120.133.167,22.132.179.141,80,37642
2016/4/9,18:43:22,202.120.108.172,22.132.179.141,8080,22393
2016/4/15,17:00:24,202.120.104.146,22.132.179.141,8080,50042
2016/4/16,18:04:13,202.120.98.141,216.23.199.90,25,61845
2016/4/15,19:05:57,202.120.91.138,216.23.199.90,8080,82908
2016/4/6,15:28:43,202.120.88.157,216.23.199.90,443,22878
2016/4/19,00:22:13,202.120.84.51,216.23.199.90,8080,76372
2016/4/15,10:35:10,202.120.83.215,216.23.199.90,443,64152
2016/4/10,10:08:21,202.120.77.40,216.23.199.90,443,61762
2016/4/18,14:07:06,202.120.72.192,216.23.199.90,80,8010
2016/4/17,05:22:28,202.120.71.74,216.23.199.90,443,47396
2016/4/30,10:22:21,202.120.66.151,216.23.199.90,80,47440
2016/4/26,17:31:51,202.120.43.51,216.23.199.90,443,67789
2016/4/3,13:54:43,202.120.37.46,216.23.199.90,8080,40879
2016/4/15,19:04:23,202.120.253.131,216.23.199.90,8080,40941
2016/4/23,20:20:39,202.120.249.199,216.23.199.90,443,7251
2016/4/8,11:34:17,202.120.22.88,216.23.199.90,443,44604
2016/4/12,10:40:25,202.120.21.249,216.23.199.90,25,15279
2016/4/16,07:55:54,202.120.163.92,216.23.199.90,8080,61143
2016/4/10,18:40:54,202.120.138.23,216.23.199.90,25,89135
2016/4/18,00:40:38,202.120.117.197,216.23.199.90,25,3301
2016/4/9,13:25:04,202.120.111.118,216.23.199.90,443,33414
2016/4/13,15:22:42,202.120.11.255,216.23.199.90,443,17880
2016/4/30,07:13:34,202.120.103.202,216.23.199.90,8080,97180
2016/4/6,20:11:27,202.120.95.136,205.155.160.91,8080,23679
2016/4/22,18:17:24,202.120.82.22,205.155.160.91,25,90710
2016/4/28,07:28:28,202.120.78.249,205.155.160.91,80,87870
2016/4/23,23:11:04,202.120.76.78,205.155.160.91,80,63135
2016/4/10,17:07:33,202.120.73.87,205.155.160.91,25,89913
2016/4/22,20:56:54,202.120.53.236,205.155.160.91,80,94532
2016/4/9,15:26:30,202.120.39.100,205.155.160.91,80,1178
2016/4/28,15:17:04,202.120.252.28,205.155.160.91,443,75605
2016/4/24,22:00:05,202.120.23.104,205.155.160.91,8080,19690
2016/4/1,19:20:06,202.120.195.2,205.155.160.91,25,9922
2016/4/5,11:42:24,202.120.192.241,205.155.160.91,25,53926
2016/4/24,22:14:51,202.120.185.236,205.155.160.91,443,93369
2016/4/7,11:59:45,202.120.185.177,205.155.160.91,443,29957
2016/4/4,12:22:08,202.120.184.250,205.155.160.91,80,31104
2016/4/8,15:26:57,202.120.179.247,205.155.160.91,8080,21918
2016/4/1,14:17:10,202.120.176.139,205.155.160.91,443,93754
2016/4/30,15:31:45,202.120.175.104,205.155.160.91,443,10463
2016/4/5,11:45:04,202.120.166.12,205.155.160.91,80,6741
2016/4/6,21:53:49,202.120.160.56,205.155.160.91,443,6227
2016/4/12,22:47:41,202.120.139.204,205.155.160.91,443,47768
2016/4/20,10:42:16,11.77.57.80,202.120.99.78,8080,39468
2016/4/4,03:58:32,202.120.220.24,202.120.99.33,80,68737
2016/4/10,06:31:34,22.132.179.141,202.120.99.194,25,21841
2016/4/28,04:59:53,202.120.10.165,202.120.99.165,80,4081
2016/4/12,12:41:17,199.122.239.151,202.120.99.135,443,14593
2016/4/20,03:43:57,142.147.81.128,202.120.99.108,443,67320
2016/4/7,15:44:21,202.120.77.59,202.120.98.88,25,18109
2016/4/11,20:30:03,6.130.81.30,202.120.98.57,443,4389
2016/4/23,08:51:13,72.163.71.6,202.120.98.54,25,21446
2016/4/21,10:16:58,114.51.79.252,202.120.98.237,443,63361
2016/4/15,12:48:27,202.120.134.16,202.120.98.233,25,47888
2016/4/13,09:54:40,54.25.212.45,202.120.98.172,443,2371
2016/4/3,04:53:00,189.100.224.244,202.120.98.153,25,88830
2016/4/18,12:33:22,221.5.96.32,202.120.98.134,443,74721
2016/4/23,10:34:19,202.120.142.109,202.120.98.132,25,83812
2016/4/16,01:41:33,202.120.88.133,202.120.97.7,80,27566
2016/4/6,16:14:56,202.120.251.175,202.120.97.60,443,55833
2016/4/9,06:11:38,39.116.136.175,202.120.97.244,25,77510
2016/4/28,06:13:27,202.120.117.183,202.120.97.229,25,90432
2016/4/12,08:59:18,202.120.127.196,202.120.97.222,8080,71223
2016/4/21,04:35:04,30.225.211.182,202.120.97.182,443,56093
2016/4/15,18:28:48,27.104.239.46,202.120.97.10,8080,85983
2016/4/16,15:38:38,136.241.215.198,202.120.96.9,8080,18125
2016/4/25,11:25:44,256.28.220.23,202.120.96.64,443,73556
2016/4/14,22:26:42,202.120.131.14,202.120.96.48,8080,29730
2016/4/4,00:03:55,202.120.34.97,202.120.96.205,443,54954
2016/4/6,10:05:03,137.178.78.57,202.120.96.197,80,1479
2016/4/29,04:49:14,47.205.138.101,202.120.96.191,80,75023
2016/4/9,08:14:11,202.120.184.175,202.120.96.190,443,89702
2016/4/9,22:43:13,202.120.167.208,202.120.96.133,443,24662
2016/4/20,20:28:36,202.120.121.82,202.120.95.58,25,93720
2016/4/4,08:39:50,61.181.119.56,202.120.95.35,443,15517
2016/4/20,18:57:58,117.125.142.38,202.120.95.250,443,12445
2016/4/3,17:25:11,18.42.24.25,202.120.95.224,8080,82410
2016/4/4,23:36:00,22.132.179.141,202.120.95.219,8080,40178
2016/4/6,15:54:47,202.120.215.161,202.120.95.179,80,80069
2016/4/3,21:58:49,202.120.58.89,202.120.95.157,25,41688
2016/4/14,22:44:16,202.120.218.226,202.120.95.155,80,22998
2016/4/13,00:10:09,202.120.253.253,202.120.95.14,443,14417
2016/4/26,06:29:09,202.120.182.14,202.120.94.91,8080,24158
2016/4/9,22:05:25,202.120.73.158,202.120.94.78,25,62649
2016/4/22,18:26:12,202.120.214.90,202.120.94.48,80,99844
2016/4/2,01:22:28,146.214.88.164,202.120.94.4,443,37158
2016/4/29,02:17:20,202.120.211.178,202.120.94.35,8080,68976
2016/4/21,21:40:51,202.120.114.232,202.120.94.255,443,65935
2016/4/21,14:33:45,202.120.22.78,202.120.94.224,443,85815
2016/4/28,04:43:09,101.158.17.133,202.120.94.218,8080,17548
2016/4/20,00:48:07,202.120.192.199,202.120.94.208,25,8174
2016/4/3,15:58:41,256.28.220.23,202.120.94.204,443,34430
2016/4/13,23:38:31,49.65.155.233,202.120.94.201,8080,39775
2016/4/20,03:31:38,138.133.216.100,202.120.94.177,443,71481
2016/4/9,04:37:10,202.120.242.207,202.120.94.154,443,51018
2016/4/15,02:48:16,202.120.210.245,202.120.93.94,443,42001
2016/4/27,03:06:06,193.88.101.216,202.120.93.41,443,89191
2016/4/11,11:23:56,202.120.103.123,202.120.93.22,8080,26343
2016/4/25,13:19:57,174.66.138.37,202.120.93.193,80,80210
2016/4/4,13:20:49,72.163.71.6,202.120.93.156,25,42366
2016/4/19,16:43:55,202.120.95.132,202.120.92.85,443,25649
2016/4/5,21:00:37,237.75.147.150,202.120.92.48,443,35556
2016/4/30,16:46:04,130.193.27.234,202.120.92.41,8080,57734
2016/4/5,05:19:05,202.120.40.110,202.120.92.30,443,55773
2016/4/1,00:10:02,229.193.207.213,202.120.92.239,8080,97706
2016/4/29,17:20:24,167.232.180.37,202.120.92.235,443,32944
2016/4/22,11:43:59,239.218.181.173,202.120.92.167,443,69746
2016/4/12,01:19:12,202.120.65.62,202.120.92.141,8080,89092
2016/4/29,13:21:42,54.25.212.45,202.120.92.11,25,62770
2016/4/26,21:19:00,202.120.212.240,202.120.92.106,80,83006
2016/4/3,13:22:59,27.104.239.46,202.120.92.10,80,20499
2016/4/8,02:31:55,229.193.207.213,202.120.91.69,8080,85827
2016/4/3,12:29:46,256.28.220.23,202.120.91.41,80,6492
2016/4/13,02:18:50,119.101.149.162,202.120.91.27,25,34364
2016/4/13,06:29:46,56.36.136.167,202.120.91.244,80,69819
2016/4/6,12:08:17,202.120.222.202,202.120.91.128,80,60982
2016/4/27,06:24:47,199.122.239.151,202.120.91.122,8080,76586
2016/4/15,00:52:25,252.121.80.127,202.120.90.92,443,45043
2016/4/10,06:32:35,202.120.38.189,202.120.90.52,25,83101
2016/4/13,08:11:45,199.122.239.151,202.120.90.252,80,99545
2016/4/12,06:50:30,69.190.133.107,202.120.90.249,25,29874
2016/4/14,14:25:31,130.197.166.111,202.120.90.22,443,16951
2016/4/30,03:46:11,236.99.250.27,202.120.90.190,25,16233
2016/4/1,06:26:48,202.120.105.91,202.120.90.188,80,3798
2016/4/19,08:58:52,202.120.166.120,202.120.90.159,25,60255
2016/4/2,20:18:18,8.40.234.93,202.120.90.130,80,44233
2016/4/10,04:31:09,202.120.187.215,202.120.90.129,25,15523
2016/4/1,21:04:34,256.124.31.94,202.120.90.119,80,98923
2016/4/1,05:47:23,202.120.196.247,202.120.90.116,25,75076
2016/4/13,06:13:49,38.23.21.180,202.120.9.85,25,34890
2016/4/22,12:25:12,165.54.97.80,202.120.9.57,80,47127
2016/4/29,21:52:00,45.30.21.100,202.120.9.23,25,94577
2016/4/9,22:07:15,237.192.79.165,202.120.9.210,80,37165
2016/4/8,18:25:10,183.216.114.116,202.120.9.142,443,3386
2016/4/13,16:48:43,187.165.252.161,202.120.9.115,8080,51022
2016/4/25,17:57:47,114.51.79.252,202.120.89.89,25,25211
2016/4/28,17:55:00,167.232.180.37,202.120.89.78,80,3097
2016/4/16,07:24:24,202.120.175.232,202.120.89.68,25,15094
2016/4/17,10:16:02,202.120.246.110,202.120.89.51,80,59985
2016/4/22,15:38:08,202.120.191.9,202.120.89.36,443,2677
2016/4/11,15:31:32,49.65.155.233,202.120.89.26,8080,75263
2016/4/25,10:35:27,202.120.20.250,202.120.89.239,443,48046
2016/4/22,14:43:18,193.88.101.216,202.120.89.227,25,59265
2016/4/16,05:05:30,202.120.166.11,202.120.89.189,8080,42207
2016/4/10,19:09:23,202.120.196.178,202.120.89.146,25,89917
2016/4/17,02:15:19,69.190.133.107,202.120.89.100,80,17554
2016/4/24,23:08:06,202.120.218.86,202.120.88.82,25,28151
2016/4/10,23:32:49,202.120.27.129,202.120.88.58,80,6542
2016/4/30,19:08:49,174.66.138.37,202.120.88.39,80,45531
2016/4/13,18:15:49,202.120.6.161,202.120.88.31,8080,90956
2016/4/10,20:55:35,202.120.235.162,202.120.88.27,80,21584
2016/4/20,14:42:39,252.121.80.127,202.120.88.198,25,98142
2016/4/30,22:56:48,202.120.151.102,202.120.88.18,80,70239
2016/4/10,15:38:54,202.120.122.27,202.120.88.149,25,60788
2016/4/5,19:10:05,229.193.207.213,202.120.88.127,8080,60461
2016/4/24,22:59:05,202.120.234.144,202.120.88.111,8080,98148
2016/4/10,21:06:16,138.196.243.102,202.120.87.97,443,90895
2016/4/23,16:06:57,81.64.226.71,202.120.87.41,8080,35791
2016/4/20,08:21:07,170.241.146.14,202.120.87.27,443,70066
2016/4/18,13:08:00,202.120.111.226,202.120.87.218,443,4968
2016/4/5,10:25:50,202.120.105.174,202.120.87.209,443,18003
2016/4/6,10:10:13,202.120.179.218,202.120.87.161,25,98943
2016/4/9,17:56:09,202.120.248.28,202.120.86.75,80,10930
2016/4/14,04:44:21,104.150.88.215,202.120.86.7,25,46366
2016/4/3,05:31:59,202.120.149.70,202.120.86.58,25,98915
2016/4/24,17:38:56,202.120.125.243,202.120.86.46,443,59558
2016/4/30,20:33:17,202.120.83.236,202.120.86.39,80,64429
2016/4/19,01:11:53,205.155.160.91,202.120.86.35,443,86107
2016/4/17,06:07:55,11.77.57.80,202.120.86.165,25,13635
2016/4/29,00:09:26,202.120.235.142,202.120.86.162,8080,96994
2016/4/5,22:21:15,130.197.166.111,202.120.86.116,80,50456
2016/4/18,02:41:22,202.120.227.23,202.120.86.114,25,30262
2016/4/22,11:54:02,58.96.80.35,202.120.86.11,443,7242
2016/4/3,17:48:58,202.120.18.113,202.120.86.106,8080,69248
2016/4/3,21:10:11,142.147.81.128,202.120.86.103,443,86792
2016/4/15,08:51:13,202.120.40.222,202.120.86.1,25,71035
2016/4/7,00:36:38,166.212.204.222,202.120.85.81,443,39196
2016/4/29,08:55:42,202.120.247.92,202.120.85.57,8080,54850
2016/4/8,23:29:33,202.120.132.242,202.120.85.51,443,73411
2016/4/27,13:52:35,202.120.105.118,202.120.85.39,80,41358
2016/4/28,16:14:56,202.120.226.115,202.120.85.248,80,33225
2016/4/17,02:42:43,202.120.162.133,202.120.85.239,443,53213
2016/4/8,15:21:55,202.120.140.160,202.120.85.23,80,92666
2016/4/20,11:04:27,202.120.49.178,202.120.85.222,80,21295
2016/4/19,18:03:54,199.122.239.151,202.120.85.222,8080,21280
2016/4/7,03:04:52,39.192.217.150,202.120.85.214,8080,46881
2016/4/8,20:11:53,142.147.81.128,202.120.85.182,25,41039
2016/4/6,12:46:48,162.92.248.97,202.120.85.159,80,22800
2016/4/26,11:01:49,202.120.174.231,202.120.85.117,8080,22852
2016/4/3,13:23:05,223.248.74.24,202.120.85.108,80,94070
2016/4/22,11:33:07,38.23.21.180,202.120.84.90,443,44012
2016/4/20,14:50:15,119.101.149.162,202.120.84.50,443,87445
2016/4/11,02:33:00,192.246.202.135,202.120.84.33,443,27081
2016/4/30,01:53:16,202.120.249.207,202.120.84.188,25,73047
2016/4/2,20:19:40,192.246.202.135,202.120.84.164,25,42481
2016/4/11,13:08:18,171.22.199.171,202.120.84.150,80,30186
2016/4/6,03:32:14,216.23.199.90,202.120.84.141,443,79243
2016/4/24,16:44:50,202.120.48.2,202.120.84.136,25,17973
2016/4/22,09:46:35,202.120.243.34,202.120.84.134,25,60070
2016/4/21,20:10:17,101.158.17.133,202.120.83.79,80,5418
2016/4/6,08:28:30,202.120.190.22,202.120.83.3,443,35694
2016/4/24,17:21:53,104.150.88.215,202.120.83.205,443,23831
2016/4/13,09:31:30,171.22.199.171,202.120.83.189,25,34867
2016/4/3,08:20:50,237.75.147.150,202.120.83.175,443,65835
2016/4/5,18:47:42,223.54.212.178,202.120.83.102,443,75439
2016/4/20,06:39:21,137.178.78.57,202.120.82.60,8080,10020
2016/4/8,23:10:48,241.126.1.174,202.120.82.54,25,59785
2016/4/21,17:02:37,202.120.190.190,202.120.82.46,80,12957
2016/4/30,12:59:55,167.232.180.37,202.120.82.34,8080,72977
2016/4/22,21:18:15,202.120.226.174,202.120.82.237,80,51491
2016/4/10,15:50:49,202.120.55.246,202.120.82.228,443,38785
2016/4/24,19:26:39,202.120.51.199,202.120.82.192,8080,21969
2016/4/1,15:27:24,240.224.24.246,202.120.82.154,80,95224
2016/4/12,19:40:56,123.26.49.90,202.120.81.98,8080,78851
2016/4/17,05:51:31,202.120.86.69,202.120.81.95,443,78167
2016/4/20,05:50:07,202.120.176.153,202.120.81.82,25,59047
2016/4/29,01:19:49,202.120.123.55,202.120.81.4,443,22073
2016/4/29,15:37:05,202.120.109.245,202.120.81.242,8080,65902
2016/4/5,16:57:47,174.66.138.37,202.120.81.234,80,16777
2016/4/23,15:55:25,202.120.222.204,202.120.81.230,25,22232
2016/4/10,00:14:19,202.120.105.251,202.120.81.208,443,68717
2016/4/23,11:23:24,146.214.88.164,202.120.81.197,8080,93025
2016/4/6,00:52:56,252.121.80.127,202.120.81.140,80,65289
2016/4/2,09:12:51,202.120.24.146,202.120.80.9,80,35645
2016/4/21,11:04:43,202.120.234.40,202.120.80.7,80,2223
2016/4/6,11:59:42,199.122.239.151,202.120.80.65,25,19752
2016/4/30,14:49:48,249.66.232.76,202.120.80.42,443,54038
2016/4/4,08:16:26,202.120.81.95,202.120.80.256,25,91303
2016/4/28,12:13:01,115.39.130.256,202.120.80.244,8080,16712
2016/4/11,17:11:35,202.120.98.80,202.120.80.237,443,75265
2016/4/15,17:37:10,101.158.17.133,202.120.80.228,25,96661
2016/4/14,09:26:15,30.225.211.182,202.120.80.225,80,21661
2016/4/28,20:45:23,202.120.185.45,202.120.80.216,80,71793
2016/4/20,07:10:01,202.120.54.239,202.120.80.18,8080,98498
2016/4/16,04:35:29,202.120.3.254,202.120.80.165,443,3251
2016/4/28,23:39:46,142.147.81.128,202.120.80.132,80,47288
2016/4/10,12:43:13,49.65.155.233,202.120.80.124,25,5459
2016/4/23,15:09:24,202.120.153.197,202.120.80.11,443,10700
2016/4/11,07:43:54,202.120.19.21,202.120.8.92,8080,81121
2016/4/3,07:21:04,229.193.207.213,202.120.8.53,80,87969
2016/4/4,17:42:38,202.120.127.133,202.120.8.239,80,18752
2016/4/24,06:01:13,202.120.142.0,202.120.8.234,80,81801
2016/4/20,08:04:38,166.154.145.129,202.120.8.230,25,60300
2016/4/3,01:25:52,202.120.140.12,202.120.8.222,80,84456
2016/4/11,04:51:07,58.96.80.35,202.120.8.207,80,99884
2016/4/23,20:51:59,202.120.83.64,202.120.8.201,443,82796
2016/4/24,00:50:40,202.120.161.26,202.120.8.201,80,74695
2016/4/8,01:39:32,223.54.212.178,202.120.8.140,8080,22998
2016/4/17,10:02:10,202.120.199.1,202.120.8.120,8080,31938
2016/4/4,02:12:36,192.246.202.135,202.120.79.92,25,32098
2016/4/17,06:17:19,202.120.150.89,202.120.79.59,25,90618
2016/4/21,22:53:47,202.120.41.38,202.120.79.38,8080,50412
2016/4/15,16:06:29,166.154.145.129,202.120.79.35,25,57134
2016/4/15,11:31:00,164.100.39.187,202.120.79.231,8080,86159
2016/4/17,14:23:46,166.212.204.222,202.120.79.230,80,97842
2016/4/9,01:48:45,45.30.21.100,202.120.79.176,8080,96781
2016/4/17,15:50:30,202.120.118.179,202.120.79.17,25,17545
2016/4/7,22:03:30,39.214.76.10,202.120.79.142,8080,67609
2016/4/23,14:30:59,202.120.134.181,202.120.79.127,80,71780
2016/4/30,09:58:57,171.22.199.171,202.120.79.100,80,72278
2016/4/4,17:00:47,103.116.223.62,202.120.78.64,443,8806
2016/4/23,01:50:36,202.120.220.101,202.120.78.250,80,72341
2016/4/25,04:38:57,28.174.73.78,202.120.78.231,443,6487
2016/4/13,13:33:11,202.120.244.41,202.120.78.221,80,10438
2016/4/29,12:49:51,138.196.243.102,202.120.78.209,80,79294
2016/4/5,13:57:59,202.120.21.163,202.120.78.20,80,50254
2016/4/8,22:09:05,256.124.31.94,202.120.78.168,443,68815
2016/4/23,08:54:06,256.124.31.94,202.120.78.166,80,81174
2016/4/25,02:01:44,202.120.197.11,202.120.78.156,25,10847
2016/4/3,06:49:58,202.120.256.121,202.120.78.114,80,21469
2016/4/2,13:38:05,202.120.92.206,202.120.78.10,80,93020
2016/4/29,11:05:35,202.120.18.247,202.120.77.97,80,81445
2016/4/26,13:13:16,202.120.147.255,202.120.77.91,80,20100
2016/4/14,05:03:45,202.120.57.8,202.120.77.90,80,41582
2016/4/30,06:41:53,202.120.103.84,202.120.77.90,8080,17128
2016/4/27,10:02:38,167.232.180.37,202.120.77.79,443,90840
2016/4/10,14:12:29,148.76.138.247,202.120.77.51,80,37030
2016/4/8,06:02:39,202.120.58.27,202.120.77.246,80,62308
2016/4/28,20:37:25,68.244.27.147,202.120.77.236,443,34434
2016/4/3,00:14:49,202.120.250.23,202.120.77.225,443,99890
2016/4/13,16:04:49,202.120.47.38,202.120.77.172,443,95378
2016/4/22,21:43:49,202.120.12.187,202.120.77.172,8080,92213
2016/4/18,07:15:59,202.120.152.240,202.120.77.17,25,50422
2016/4/30,09:38:13,202.120.112.105,202.120.77.16,25,24388
2016/4/9,23:27:30,183.216.114.116,202.120.77.124,8080,82394
2016/4/28,13:23:24,8.111.139.203,202.120.77.119,443,84420
2016/4/19,02:11:57,202.120.18.117,202.120.77.111,8080,79575
2016/4/25,16:48:06,202.120.186.137,202.120.77.102,80,37919
2016/4/28,06:19:53,202.120.158.193,202.120.76.56,25,57236
2016/4/13,10:52:28,229.193.207.213,202.120.76.213,25,48173
2016/4/5,18:44:47,8.111.139.203,202.120.76.190,25,96399
2016/4/13,11:45:00,202.120.165.243,202.120.76.178,443,40738
2016/4/13,15:08:10,202.120.233.53,202.120.76.160,80,13576
2016/4/4,04:50:52,28.174.73.78,202.120.75.93,25,29761
2016/4/17,07:10:04,252.121.80.127,202.120.75.76,25,64750
2016/4/28,23:32:14,202.120.224.66,202.120.75.6,80,25822
2016/4/3,09:29:14,202.120.149.76,202.120.75.3,25,14997
2016/4/22,15:55:46,241.126.1.174,202.120.75.224,25,6026
2016/4/12,18:17:28,202.120.109.114,202.120.75.218,25,86847
2016/4/29,00:04:50,22.132.179.141,202.120.74.56,443,46807
2016/4/15,08:16:41,103.116.223.62,202.120.74.55,80,73468
2016/4/23,01:41:53,202.120.87.211,202.120.74.34,8080,19178
2016/4/9,09:02:47,202.120.163.47,202.120.74.237,8080,8489
2016/4/23,02:52:47,22.132.179.141,202.120.74.215,25,77661
2016/4/8,04:39:38,253.215.226.158,202.120.74.185,25,21543
2016/4/16,22:40:39,202.120.98.20,202.120.74.17,8080,16332
2016/4/13,09:55:52,2.64.122.187,202.120.74.142,443,32175
2016/4/15,01:09:01,8.111.139.203,202.120.74.123,443,4394
2016/4/16,09:55:50,202.120.36.172,202.120.74.110,80,57053
2016/4/30,03:37:16,27.104.239.46,202.120.73.93,25,38897
2016/4/6,09:11:21,137.8.97.93,202.120.73.73,8080,88300
2016/4/28,04:57:22,253.215.226.158,202.120.73.221,80,94057
2016/4/25,05:18:39,205.155.160.91,202.120.73.221,443,46443
2016/4/28,14:05:45,202.120.186.173,202.120.73.166,25,43974
2016/4/6,15:03:34,202.120.159.173,202.120.73.119,8080,54097
2016/4/26,02:10:37,239.218.181.173,202.120.72.71,443,77319
2016/4/6,12:03:38,26.85.60.116,202.120.72.254,8080,53503
2016/4/6,18:12:26,202.120.238.90,202.120.72.25,443,20778
2016/4/16,22:46:55,202.120.130.246,202.120.72.237,443,61276
2016/4/29,07:51:52,241.126.1.174,202.120.72.130,8080,48292
2016/4/18,06:24:56,202.120.214.245,202.120.72.106,80,65995
2016/4/1,05:16:11,202.120.10.80,202.120.71.92,443,285
2016/4/10,09:55:40,216.23.199.90,202.120.71.78,443,75529
2016/4/26,06:17:50,202.120.214.157,202.120.71.69,80,49566
2016/4/9,10:58:22,202.120.84.14,202.120.71.59,443,63779
2016/4/5,01:10:33,75.138.115.9,202.120.71.30,443,52434
2016/4/15,11:19:22,54.25.212.45,202.120.71.199,80,94267
2016/4/27,00:22:08,202.120.152.209,202.120.71.193,443,94590
2016/4/8,07:23:33,202.120.68.16,202.120.71.142,443,11852
2016/4/26,17:54:30,229.193.207.213,202.120.71.124,25,38740
2016/4/2,11:00:46,202.120.189.240,202.120.71.1,8080,62892
2016/4/22,16:28:29,187.165.252.161,202.120.70.68,443,84403
2016/4/11,23:33:14,202.120.243.85,202.120.70.64,8080,98453
2016/4/18,23:16:53,202.120.234.74,202.120.70.58,80,58964
2016/4/9,20:53:53,108.61.202.180,202.120.70.19,80,91144
2016/4/18,11:23:33,120.231.85.165,202.120.70.126,25,67654
2016/4/22,01:46:15,202.120.170.91,202.120.70.101,8080,41057
2016/4/15,02:28:31,136.241.215.198,202.120.7.94,80,56379
2016/4/21,06:41:23,202.120.148.15,202.120.7.81,8080,79286
2016/4/24,04:52:09,202.120.52.135,202.120.7.75,443,53346
2016/4/6,23:07:00,136.241.215.198,202.120.7.252,443,86108
2016/4/15,22:08:23,8.40.234.93,202.120.7.227,8080,21113
2016/4/2,04:59:21,179.144.23.207,202.120.7.21,8080,5976
2016/4/26,18:42:16,202.120.219.176,202.120.7.170,80,74040
2016/4/20,08:55:01,152.221.163.85,202.120.7.128,25,58037
2016/4/8,02:09:20,223.248.74.24,202.120.69.96,443,59788
2016/4/19,05:38:28,202.120.109.256,202.120.69.50,80,55679
2016/4/16,02:43:02,202.120.208.77,202.120.69.28,443,77135
2016/4/3,14:38:08,256.28.220.23,202.120.69.211,443,52272
2016/4/3,16:26:13,202.120.228.217,202.120.69.20,80,54762
2016/4/30,06:40:01,5.150.217.135,202.120.69.165,80,64762
2016/4/8,03:30:57,202.120.107.212,202.120.69.119,8080,22839
2016/4/10,06:03:04,166.212.204.222,202.120.69.115,443,97069
2016/4/13,12:05:54,202.120.9.41,202.120.68.58,443,65423
2016/4/17,04:08:44,5.150.217.135,202.120.68.37,25,85727
2016/4/13,13:36:13,240.224.24.246,202.120.68.229,443,13942
2016/4/11,23:06:58,202.120.208.119,202.120.68.201,443,81305
2016/4/28,23:13:10,148.114.32.177,202.120.68.184,8080,31828
2016/4/27,14:36:32,202.120.154.14,202.120.68.177,8080,67934
2016/4/24,09:34:00,236.21.226.165,202.120.68.154,443,93001
2016/4/27,05:13:28,202.120.58.219,202.120.68.150,8080,85734
2016/4/17,19:42:23,202.120.216.122,202.120.68.115,443,60135
2016/4/30,00:59:35,45.30.21.100,202.120.68.103,8080,51179
2016/4/8,01:10:22,114.51.79.252,202.120.67.81,8080,95561
2016/4/5,05:03:01,49.65.155.233,202.120.67.47,25,4945
2016/4/4,15:42:01,202.120.136.250,202.120.67.44,443,98853
2016/4/28,00:16:49,22.132.179.141,202.120.67.4,8080,42619
2016/4/7,22:40:35,38.23.21.180,202.120.67.223,80,9857
2016/4/26,09:44:36,73.56.163.57,202.120.67.216,80,88109
2016/4/10,04:14:30,227.109.161.131,202.120.67.186,25,32468
2016/4/21,10:20:26,152.221.163.85,202.120.66.39,8080,65013
2016/4/9,02:15:51,237.192.79.165,202.120.66.249,8080,3222
2016/4/17,20:59:35,202.120.164.67,202.120.66.248,8080,22678
2016/4/15,14:43:28,202.120.184.130,202.120.66.168,8080,95310
2016/4/17,01:46:15,202.120.138.24,202.120.66.149,25,16036
2016/4/16,20:26:32,202.120.144.251,202.120.65.81,25,68771
2016/4/8,02:10:44,202.120.106.203,202.120.65.73,25,78425
2016/4/19,18:15:30,202.120.187.159,202.120.65.65,8080,75174
2016/4/28,17:24:33,202.120.17.120,202.120.65.6,25,99294
2016/4/23,12:29:34,30.225.211.182,202.120.65.239,443,12319
2016/4/26,23:34:53,130.197.166.111,202.120.65.207,25,38657
2016/4/28,20:49:30,61.181.119.56,202.120.65.198,443,9212
2016/4/28,15:20:54,202.120.3.163,202.120.65.186,25,62841
2016/4/15,07:54:20,5.150.217.135,202.120.65.174,25,85302
